 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor First,Instructor Last,Credits
LANG,095,Elementary Portuguese I,93805,A,LEC,M,24,11,10:00,10:50, T      ,WATERM,457,Debora,Teixeira,4
LANG,095,Elementary Portuguese I,93806,B,LEC,M,24,19,11:45,12:35,M  W  F   ,TORREY,203,Debora,Teixeira,4
LANG,095,Elementary Portuguese I,94077,Z1,LEC,C,1,1,10:00,10:50, T      ,WATERM,457,Debora,Teixeira,4
LANG,095,Elementary Portuguese I,94078,Z2,LEC,C,1,0,11:45,12:35,M  W  F   ,TORREY,203,Debora,Teixeira,4
LAT,001,Elementary,90220,A,LEC,M,25,19,13:55,14:45,       ,ONLINE,SEE NOTES,Brian,Walsh,4
LAT,001,Elementary,90222,B,LEC,M,25,24,11:45,12:35,       ,ONLINE,SEE NOTES,Walter,Roberts III,4
LAT,001,Elementary,93487,Z1,LEC,C,3,2,13:55,14:45,       ,ONLINE,SEE NOTES,Brian,Walsh,4
LAT,051,Intermediate,90219,A,LEC,M,25,22,12:50,13:40,M  W  F   ,TORREY,201,Angeline,Chiu,3
LAT,095,Special Topics,94675,A,LEC,M,1,1,TBA,,       ,ONCMP,SEE NOTES,Mark,Usher,3
LAT,101,Survey Latin Literature,90224,A,LEC,M,10,6,16:00,17:15, T  R    ,481 MN,207,Barbara,Rodgers,3
LAT,101,Survey Latin Literature,94057,Z1,LEC,C,0,0,16:00,17:15, T  R    ,481 MN,207,Barbara,Rodgers,3
LAT,203,Republican Prose,93364,A,LEC,M,10,1,13:55,14:45,M  W  F   ,481 MN,207,Walter,Roberts III,3
LAT,212,Latin Prose Style,94386,A,LEC,M,10,13,08:30,09:20,M  W  F   ,481 MN,207,Jacques,Bailly,3
LAT,295,Aeneid Review,94646,Z1,LEC,C,1,1,TBA,,       ,ONCMP,SEE NOTES,Walter,Roberts III,3
LING,295,Readings&Research Linguistics,94468,A,SEM,M,1,0,TBA,,       ,ONCMP,SEE NOTES,Julie,Roberts,3
MAED,210,Functions/Algebra for Teaching,94694,OH1,LEC,C,27,27,TBA,,       ,OFFCMP,SEE NOTES,Kenneth,Gross,3
MAED,300,Statistics & Research I,94696,OH1,LEC,C,43,42,TBA,,       ,OFFCMP,SEE NOTES,Judi,Laird,3
MATH,001,Elementary College Algebra,91968,Z1,LEC,C,23,8,17:10,20:10,M       ,VOTEY,223,Susan,McAuliffe,3
MATH,009,College Algebra,91236,A,LEC,M,35,35,08:30,09:45, T  R    ,PERKIN,200,Jake,Williams,3
MATH,009,College Algebra,91237,B,LEC,M,35,35,11:30,12:45, T  R    ,PERKIN,200,Hy,Ginsberg,3
MATH,009,College Algebra,91238,C,LEC,M,35,35,16:00,17:15, T  R    ,PERKIN,200,Nathan,Butler,3
MATH,009,College Algebra,91969,Z1,LEC,C,25,24,17:30,18:45, T  R    ,PERKIN,200,Joseph,Kudrle,3
MATH,010,Pre-Calculus Mathematics,91240,A,LEC,M,35,36,13:00,14:15, T      ,PERKIN,101,Galen,Wilkerson,3
MATH,010,Pre-Calculus Mathematics,91970,Z1,LEC,C,25,22,17:30,20:15, T      ,VOTEY,220,Daniel,Bentil,3
MATH,015,Elementary School Math,91241,A,LEC,M,35,30,09:35,10:25,M  W  F   ,AIKEN,116,Krisan,Geary,3
MATH,015,Elementary School Math,91242,B,LEC,M,24,24,10:40,11:30,M  W  F   ,LAFAYE,L400,Krisan,Geary,3
MATH,015,Elementary School Math,91243,C,LEC,M,35,39,11:45,12:35,M  W  F   ,VOTEY,207,Karla,Karstens,3
MATH,017,Applications of Finite Math,91408,A,LEC,M,35,37,08:30,09:45, T  R    ,PERKIN,107,Kristine,Buddemeyer,3
MATH,017,Applications of Finite Math,91409,B,LEC,M,35,40,11:45,12:35,M  W  F   ,PERKIN,200,Mary,Cox,3
MATH,017,Applications of Finite Math,91410,C,LEC,M,35,41,11:30,12:45, T  R    ,PERKIN,107,Kristine,Buddemeyer,3
MATH,017,Applications of Finite Math,91411,D,LEC,M,35,36,12:50,13:40,M  W  F   ,VOTEY,254,John,Willis,3
MATH,017,Applications of Finite Math,91413,F,LEC,M,35,35,15:00,15:50,M  W  F   ,LAFAYE,L403,William,Dougherty II,3
MATH,017,Applications of Finite Math,91416,G,LEC,M,35,34,16:00,17:15, T  R    ,LAFAYE,L403,Blake,Farman,3
MATH,017,Applications of Finite Math,91971,Z1,LEC,C,25,21,17:10,20:10,M       ,VOTEY,220,Vincent,Koehler,3
MATH,018,Basic Mathematics,91417,A,LEC,M,35,21,12:50,13:40,M  W  F   ,PERKIN,200,Joseph,Kudrle,3
MATH,019,Fundamentals of Calculus I,91418,A,LEC,M,42,36,08:30,09:20,M  W  F   ,LAFAYE,L210,Melanie,Brown,3
MATH,019,Fundamentals of Calculus I,91419,B,LEC,M,42,43,08:30,09:45, T  R    ,LAFAYE,L210,Joseph,Kudrle,3
MATH,019,Fundamentals of Calculus I,91420,C,LEC,M,37,34,08:30,09:45, T  R    ,LAFAYE,L100,Daniel,Bentil,3
MATH,019,Fundamentals of Calculus I,91422,D,LEC,M,42,44,09:35,10:25,M  W  F   ,LAFAYE,L210,Melanie,Brown,3
MATH,019,Fundamentals of Calculus I,91423,E,LEC,M,40,40,09:35,10:25,M  W  F   ,LAFAYE,L302,Matthew,Welz,3
MATH,019,Fundamentals of Calculus I,91424,F,LEC,M,42,41,10:00,11:15, T  R    ,LAFAYE,L210,Joseph,Kudrle,3
MATH,019,Fundamentals of Calculus I,91425,G,LEC,M,42,44,10:00,11:15, T  R    ,AIKEN,116,Karla,Karstens,3
MATH,019,Fundamentals of Calculus I,91434,H,LEC,M,42,42,10:40,11:30,M  W  F   ,LAFAYE,L210,Matthew,Welz,3
MATH,019,Fundamentals of Calculus I,91435,I,LEC,M,42,40,10:40,11:30,M  W  F   ,PERKIN,107,Douglas,Dickey,3
MATH,019,Fundamentals of Calculus I,91436,J,LEC,M,42,42,11:30,12:45, T  R    ,LAFAYE,L210,Karla,Karstens,3
MATH,019,Fundamentals of Calculus I,91437,K,LEC,M,42,41,11:30,12:45, T  R    ,LAFAYE,L111,Ross,Lieb-Lappen,3
MATH,019,Fundamentals of Calculus I,91438,L,LEC,M,42,42,11:45,12:35,M  W  F   ,LAFAYE,L210,Dan,Archdeacon,3
MATH,019,Fundamentals of Calculus I,91439,M,LEC,M,40,40,11:45,12:35,M  W  F   ,LAFAYE,L200,Paulina,Ramsey,3
MATH,019,Fundamentals of Calculus I,91442,N,LEC,M,42,40,12:50,13:40,M  W  F   ,LAFAYE,L210,Krisan,Geary,3
MATH,019,Fundamentals of Calculus I,91443,O,LEC,M,37,38,12:50,13:40,M  W  F   ,ROWELL,102,Douglas,Dickey,3
MATH,019,Fundamentals of Calculus I,94153,OL1,LEC,C,25,4,18:15,19:30,M  W     ,ONLINE,SEE NOTES,Joan,Rosebush,3
MATH,019,Fundamentals of Calculus I,91444,P,LEC,M,42,41,13:00,14:15, T  R    ,LAFAYE,L210,Jeffrey,Dinitz,3
MATH,019,Fundamentals of Calculus I,91445,Q,LEC,M,37,36,15:00,15:50,M  W  F   ,TORREY,203,Daniel,Simoncini,3
MATH,019,Fundamentals of Calculus I,91447,R,LEC,M,42,42,13:55,14:45,M  W  F   ,LAFAYE,L210,Krisan,Geary,3
MATH,019,Fundamentals of Calculus I,91448,S,LEC,M,37,37,13:55,14:45,M  W  F   ,TORREY,203,James,Wilson,3
MATH,019,Fundamentals of Calculus I,91449,T,LEC,M,37,34,14:30,15:45, T  R    ,L/L-A,A161,Jianke,Yang,3
MATH,019,Fundamentals of Calculus I,91450,U,LEC,M,37,37,14:30,15:45, T  R    ,L/L-B,B101,Kirsten,Stor,3
MATH,019,Fundamentals of Calculus I,91451,V,LEC,M,42,42,15:00,15:50,M  W  F   ,LAFAYE,L210,Susan,Ojala,3
MATH,019,Fundamentals of Calculus I,91452,W,LEC,M,37,32,16:00,17:15, T  R    ,L/L-A,A101,Kirsten,Stor,3
MATH,019,Fundamentals of Calculus I,91453,X,LEC,M,42,29,16:05,16:55,M  W  F   ,LAFAYE,L210,Guenbo,Hwang,3
MATH,019,Fundamentals of Calculus I,91973,Z1,LEC,C,25,18,16:05,19:05,M       ,PERKIN,200,Krisan,Geary,3
MATH,020,Fundamentals of Calculus II,91458,A,LEC,M,42,26,09:35,10:25,M  W  F   ,PERKIN,200,Anthony,Julianelle,3
MATH,020,Fundamentals of Calculus II,91459,B,LEC,M,42,17,13:00,14:15, T  R    ,PERKIN,200,Ganesh,Oka,3
MATH,020,Fundamentals of Calculus II,91460,C,LEC,M,42,35,10:40,11:30,M  W  F   ,VOTEY,254,Anthony,Julianelle,3
MATH,020,Fundamentals of Calculus II,91461,D,LEC,M,42,39,13:55,14:45,M  W  F   ,PERKIN,200,Vincent,Koehler,3
MATH,020,Fundamentals of Calculus II,91974,Z1,LEC,C,25,29,17:10,20:10,M       ,VOTEY,209,Karla,Karstens,3
MATH,021,Calculus I,91340,A,LEC,M,30,20,08:30,09:45,   R    ,VOTEY,220,Mary,Cox,4
MATH,021,Calculus I,91341,B,LEC,M,37,41,09:35,10:25,M  W  F   ,VOTEY,207,Joan,Rosebush,4
MATH,021,Calculus I,91343,C,LEC,M,30,22,10:00,11:15,   R    ,VOTEY,205,Mary,Cox,4
MATH,021,Calculus I,91344,D,LEC,M,30,30,10:40,11:30,M  W  F   ,VOTEY,220,Vincent,Koehler,4
MATH,021,Calculus I,91346,E,LEC,M,37,38,11:45,12:35,M  W  F   ,VOTEY,254,Joan,Rosebush,4
MATH,021,Calculus I,91349,F,LEC,M,29,29,12:50,13:40,M  W  F   ,VOTEY,220,Vincent,Koehler,4
MATH,021,Calculus I,91352,G,LEC,M,30,19,14:30,15:45,   R    ,PERKIN,102,John,Lawlor,4
MATH,021,Calculus I,91355,H,LEC,M,30,23,13:55,14:45,M  W  F   ,VOTEY,254,Thomas,Rogers,4
MATH,021,Calculus I,91358,I,LEC,M,30,21,15:00,15:50,M  W  F   ,VOTEY,205,Helen,Read,4
MATH,021,Calculus I,91360,J,LEC,M,30,19,15:00,15:50,M  W  F   ,VOTEY,254,Thomas,Rogers,4
MATH,021,Calculus I,92998,K,LEC,M,30,17,16:05,16:55,M  W  F   ,VOTEY,205,Helen,Read,4
MATH,021,Calculus I,94545,L,LEC,M,35,31,13:00,14:15, T      ,VOTEY,254,Joan,Rosebush,4
MATH,021,Calculus I,94550,M,LEC,M,30,0,13:00,14:15, T      ,PERKIN,102,Roger,Cooke,4
MATH,021,Calculus I,91977,Z1,LEC,C,25,23,16:05,18:00,M  W     ,DEWEY,314,Thomas,Rogers,4
MATH,022,Calculus II,91363,A,LEC,M,47,47,10:40,11:30,M  W  F   ,VOTEY,207,Joan,Rosebush,4
MATH,022,Calculus II,91364,B,LEC,M,30,28,11:45,12:35,M  W  F   ,VOTEY,205,Thomas,Rogers,4
MATH,022,Calculus II,91365,C,LEC,M,30,29,13:00,14:15,   R    ,VOTEY,205,Helen,Read,4
MATH,022,Calculus II,94231,D,LEC,M,35,36,14:30,15:45,   R    ,LAFAYE,L302,Richard,Foote,4
MATH,022,Calculus II,94626,E,LEC,M,41,29,08:30,09:45, T      ,KALKIN,002,Susan,McAuliffe,4
MATH,022,Calculus II,91978,Z1,LEC,C,25,14,16:00,18:00, T  R    ,VOTEY,205,Helen,Read,4
MATH,052,Fundamentals of Mathematics,91366,A,LEC,M,35,38,12:50,13:40,M  W  F   ,PERKIN,107,Dan,Archdeacon,3
MATH,052,Fundamentals of Mathematics,94486,C,LEC,M,35,33,12:50,13:40,M  W  F   ,TERRIL,207,Jonathan,Sands,3
MATH,095,Math 21B Supplement,94005,B,LEC,M,37,41,08:30,09:45,   R    ,VOTEY,254,Joan,Rosebush,1
MATH,095,Math 21E Supplement,93331,E,LEC,M,37,38,11:30,12:45,   R    ,VOTEY,254,Joan,Rosebush,1
MATH,095,Math 21L Supplement,94546,L,LEC,M,35,31,13:00,14:15,   R    ,VOTEY,254,Joan,Rosebush,1
MATH,095,Calculus Preparation,94533,OL1,LEC,C,30,41,TBA,,       ,ONLINE,SEE NOTES,Joan,Rosebush,1
MATH,095,Calculus Preparation,94569,OL2,LEC,C,25,6,TBA,,       ,ONLINE,SEE NOTES,Joan,Rosebush,1
MATH,121,Calculus III,91377,A,LEC,M,30,29,08:30,09:45, T      ,VOTEY,220,David,Dummit,4
MATH,121,Calculus III,91378,B,LEC,M,30,28,10:00,11:15,   R    ,PERKIN,102,John,Lawlor,4
MATH,121,Calculus III,91379,C,LEC,M,30,36,11:30,12:45, T      ,TORREY,203,Larry,Kost,4
MATH,121,Calculus III,91380,D,LEC,M,30,31,13:00,14:15,   R    ,PERKIN,101,John,Lawlor,4
MATH,121,Calculus III,92945,F,LEC,M,30,30,14:30,15:45, T      ,PERKIN,102,Anthony,Julianelle,4
MATH,121,Calculus III,93332,G,LEC,M,32,38,16:00,17:15, T      ,KALKIN,002,Larry,Kost,4
MATH,121,Calculus III,94156,Z1,LEC,C,25,25,16:05,18:00,M  W     ,PERKIN,102,Anthony,Julianelle,4
MATH,124,Linear Algebra,91383,A,LEC,M,40,39,13:00,14:15, T  R    ,L/L CM,216,Peter,Dodds,3
MATH,124,Linear Algebra,91384,B,LEC,M,36,36,13:55,14:45,M  W  F   ,VOTEY,367,Taras,Lakoba,3
MATH,124,Linear Algebra,93333,C,LEC,M,40,38,14:30,15:45, T  R    ,PERKIN,200,Kenneth,Golden,3
MATH,124,Linear Algebra,94469,D,LEC,M,35,33,13:00,14:15, T  R    ,KALKIN,003,Chris,Danforth,3
MATH,124,Linear Algebra,91982,Z1,LEC,C,23,12,16:05,17:20,M  W     ,HILLS,017,Mary,Cox,3
MATH,151,Groups and Rings,91387,A,LEC,M,25,23,12:50,13:40,M  W  F   ,LAFAYE,L308,Richard,Foote,3
MATH,173,Basic Combinatorial Theory,91389,A,LEC,M,35,24,14:30,15:45, T  R    ,VOTEY,220,Jeffrey,Dinitz,3
MATH,193,College Honors,91388,A,H,M,5,0,TBA,,       ,,,James,Burgmeier,1 to 3
MATH,237,Intro to Numerical Analysis,91392,A,LEC,M,42,31,14:30,15:45, T  R    ,VOTEY,254,Chris,Danforth,3
MATH,240,Fourier Series&Integral Trans,93334,A,LEC,M,23,8,12:50,13:40,M  W  F   ,VOTEY,223,James,Wilson,3
MATH,241,Anyl in Several Real Vars I,91393,A,LEC,M,35,30,11:45,12:35,M  W  F   ,VOTEY,220,John,Voight,3
MATH,243,Theory of Computation,94542,A,LEC,M,10,1,10:00,11:15, T  R    ,VOTEY,367,Alan,Ling,3
MATH,251,Abstract Algebra I,91394,A,LEC,M,30,21,09:35,10:25,M  W  F   ,VOTEY,220,David,Dummit,3
MATH,260,Foundations of Geometry,91395,A,LEC,M,23,19,10:40,11:30,M  W  F   ,VOTEY,223,Taras,Lakoba,3
MATH,271,Adv Engineering Mathematics,91385,A,LEC,M,40,40,16:00,17:15, T  R    ,VOTEY,209,Kenneth,Golden,3
MATH,271,Adv Engineering Mathematics,91983,Z1,LEC,C,23,11,16:05,19:05,  W     ,VOTEY,223,Jun,Yu,3
MATH,293,Undergraduate Honors Thesis,93027,A,H,M,5,0,TBA,,       ,,,James,Burgmeier,3 to 4
MATH,295,Computer Algebra in Systms Bio,94688,B,LEC,M,1,1,TBA,,       ,ONCMP,SEE NOTES,John,Voight,3
MATH,300,Principles of Complex Systems,94353,A,LEC,M,15,14,10:00,11:15, T  R    ,LAFAYE,L307,Peter,Dodds,3
MATH,330,Adv Ordinary Diff Equations,93336,A,LEC,M,30,12,13:00,14:15, T  R    ,VOTEY,220,Jianke,Yang,3
MATH,333,Thry Functions Real Variables,91397,A,LEC,M,15,8,13:55,14:45,M  W  F   ,VOTEY,223,Jonathan,Sands,4
MATH,373,Topics in Combinatorics,94473,A,LEC,M,20,6,13:00,14:15, T  R    ,PERKIN,300,Gregory,Warrington,3
MATH,391,Master's Thesis Research,91398,A,TD,M,1,0,TBA,,       ,,,James,Burgmeier,1 to 18
MATH,391,Master's Thesis Research,91399,B,TD,M,1,1,TBA,,       ,,,James,Burgmeier,1 to 18
MATH,391,Master's Thesis Research,94585,C,TD,M,1,1,TBA,,       ,,,Chris,Danforth,3
MATH,395,Methods of Applied Mathematics,94383,A,LEC,M,15,4,10:00,11:15, T  R    ,KALKIN,322,Daniel,Bentil,3
MATH,395,Mathematical Analysis,94632,B,LEC,M,1,1,TBA,,       ,ONCMP,SEE NOTES,James,Wilson,1 to 6
MATH,491,Doctoral Dissertation Research,91400,A,TD,M,1,2,TBA,,       ,,,Richard,Foote,1 to 18
MATH,491,Doctoral Dissertation Research,91401,B,TD,M,1,1,TBA,,       ,,,Chris,Danforth,1 to 18
MATH,491,Doctoral Dissertation Research,91402,C,TD,M,1,0,TBA,,       ,,,Peter,Dodds,1 to 18
MATH,491,Doctoral Dissertation Research,91403,D,TD,M,1,1,TBA,,       ,,,Jun,Yu,1 to 18
MATH,491,Doctoral Dissertation Research,93171,E,TD,M,1,2,TBA,,       ,,,Dan,Archdeacon,1 to 18
MATH,491,Doctoral Dissertation Research,93201,F,TD,M,1,0,TBA,,       ,,,.,Staff,1 to 18
MATS,391,Master's Thesis Research,91325,A,TD,M,8,0,TBA,,       ,,,Randall,Headrick,1 to 18
MATS,491,Doctoral Dissertation Research,91328,A,TD,M,8,5,TBA,,       ,,,Randall,Headrick,1 to 18
ME,012,Dynamics,92360,A,LEC,M,30,23,08:30,09:20,M  W  F   ,PERKIN,101,Dylan,Burns,3
ME,012,Dynamics,94551,Z1,LEC,C,10,12,17:10,18:25,M  W     ,VOTEY,361,Dylan,Burns,3
ME,040,Thermodynamics,92362,A,LEC,M,45,1,10:40,11:30,M  W  F   ,ONCMP,SEE NOTES,Robert,Jenkins,3
ME,040,Thermodynamics,92363,B,LEC,M,50,49,11:45,12:35,M  W  F   ,DEWEY,314,Douglas,Fletcher,3
ME,040,Thermodynamics,94587,C,LEC,M,50,50,10:40,11:30,M  W  F   ,VOTEY,209,William,Louisos,3
ME,082,Mech Engineering Lab I,94663,A,LAB,M,2,2,TBA,,       ,ONCMP,SEE NOTES,Michael,Werner,3
ME,101,Engineering Materials I,92370,A,LEC,M,90,84,10:00,11:15, T  R    ,ANGELL,B112,James,Iatridis,3
ME,111,System Dynamics,92371,A,LEC,M,100,86,10:40,11:30,M  W  F   ,WATERM,413,David,Hochmann,3
ME,123,Mechanical Engineering Lab II,92375,A,LEC,M,90,88,08:30,09:20,    F   ,VOTEY,105,Yves,Dubief,2
ME,123,Mechanical Engineering Lab II,92380,A01,LAB,M,10,15,13:55,16:25,M       ,PERKIN,003,Yves,Dubief,0
ME,123,Mechanical Engineering Lab II,92384,A02,LAB,M,10,20,16:00,18:30, T      ,PERKIN,003,William,Louisos,0
ME,123,Mechanical Engineering Lab II,92386,A03,LAB,M,10,13,13:55,16:25,  W     ,PERKIN,003,Yves,Dubief,0
ME,123,Mechanical Engineering Lab II,92389,A04,LAB,M,10,19,16:00,18:30,   R    ,PERKIN,003,William,Louisos,0
ME,123,Mechanical Engineering Lab II,92948,A05,LAB,M,10,14,13:55,16:25,    F   ,PERKIN,003,William,Louisos,0
ME,123,Mechanical Engineering Lab II,94592,A06,LAB,M,10,0,17:10,19:40,M       ,PERKIN,003,William,Louisos,0
ME,123,Mechanical Engineering Lab II,94593,A07,LAB,M,10,5,13:00,15:30, T      ,PERKIN,003,William,Louisos,0
ME,123,Mechanical Engineering Lab II,94594,A08,LAB,M,10,2,17:10,19:40,  W     ,PERKIN,003,William,Louisos,0
ME,123,Mechanical Engineering Lab II,94595,A09,LAB,M,10,0,13:00,15:30,   R    ,PERKIN,003,William,Louisos,0
ME,143,Fluid Mechanics,92391,A,LEC,M,45,40,11:45,12:35,M  W  F   ,ANGELL,B112,Jeffrey,Marshall,3
ME,143,Fluid Mechanics,94588,B,LEC,M,43,45,11:45,12:35,M  W  F   ,WATERM,413,William,Louisos,3
ME,161,Modern Manufacturing Processes,92579,A,LEC,M,75,78,16:05,17:20,M  W     ,ANGELL,B112,Douglas,Merrill,3
ME,185,Senior Project,92397,A,LEC,M,78,77,14:30,15:45, T  R    ,STAFFO,101,Michael,Rosen,1 to 3
ME,195,Special Topics,94721,A,TD,M,1,0,TBA,,       ,,,Jason,Bates,2
ME,207,Introductory Bioengineering,92401,A,LEC,M,25,14,16:00,17:15, T  R    ,KALKIN,003,James,Iatridis,3
ME,234,Mechanical Vibrations,93355,A,LEC,M,50,11,11:45,12:35,M  W  F   ,VOTEY,209,Dryver,Huston,3
ME,240,Gas Dynamics,93354,A,LEC,M,50,10,09:35,10:25,M  W  F   ,KALKIN,003,Douglas,Fletcher,3
ME,249,Computational Fluids Engr,92405,A,LEC,M,20,18,13:00,14:15, T  R    ,TORREY,203,Yves,Dubief,3
ME,255,Adv Engineering Materials,92406,A,LEC,M,30,25,10:00,11:15, T  R    ,TORREY,203,Frederic,Sansoz,3
ME,281,Seminar,92407,A,SEM,M,50,0,15:00,15:50,    F   ,PERKIN,101,.,Staff,1
ME,295,Honors Thesis,94421,A,TD,M,5,4,TBA,,       ,,,Robert,Jenkins,3
ME,295,Advanced Dynamics,94441,B,LEC,M,25,1,13:55,14:45,M  W  F   ,VOTEY,209,Dryver,Huston,0 to 18
ME,295,Sustainable Energy,94443,C,LEC,M,20,24,12:50,13:40,M  W  F   ,PERKIN,101,Robert,Jenkins,3
ME,295,ST: Spine Biomechanics,94661,D,LEC,M,1,1,TBA,,       ,ONCMP,SEE NOTES,James,Iatridis,3
ME,304,Adv Engineering Analysis I,92409,A,LEC,M,40,29,08:30,09:45, T  R    ,VOTEY,209,Darren,Hitt,3
ME,312,Multi-Scale Bioeng Systems,93353,A,LEC,M,10,6,16:00,17:15, T  R    ,KALKIN,003,James,Iatridis,3
ME,323,ST:Thermodynamics,94637,A,LEC,M,1,1,TBA,,       ,ONCMP,SEE NOTES,Douglas,Fletcher,3
ME,338,Advanced Dynamics,93358,A,LEC,M,25,13,13:55,14:45,M  W  F   ,VOTEY,209,Dryver,Huston,3
ME,391,Master's Thesis Research,92411,A,TD,M,15,8,TBA,,       ,,,Darren,Hitt,1 to 18
ME,395,ST:Interfacial Thermodynamics,94679,A,TD,M,1,1,TBA,,       ,,,Yves,Dubief,3
ME,395,ST:Molec Model for Protein Des,94680,B,LEC,M,1,1,TBA,,       ,,,Yves,Dubief,3
ME,491,Doctoral Dissertation Research,92412,A,TD,M,15,7,TBA,,       ,,,Darren,Hitt,0 to 18
MLRS,003,Medical Terminology,94577,A,LEC,M,50,49,TBA,,       ,ONLINE,SEE NOTES,Louis,Izzo,2
MLRS,003,Medical Terminology,94578,B,LEC,M,50,49,TBA,,       ,ONLINE,SEE NOTES,Catharine,Muskus,2
MLRS,003,Medical Terminology,94139,C,LEC,M,40,39,TBA,,       ,ONLINE,SEE NOTES,Catharine,Muskus,2
MLRS,003,Medical Terminology,94140,OL1,LEC,C,10,8,TBA,,       ,ONLINE,SEE NOTES,Catharine,Muskus,2
MLRS,110,Phlebotomy I,90636,A,LCLB,M,19,13,17:30,19:30, T      ,FAHC,SEE NOTES,Christine,Griffin,1
MLRS,110,Phlebotomy I,94131,Z1,LCLB,C,1,0,17:30,19:30, T      ,FAHC,SEE NOTES,Christine,Griffin,1
MLRS,111,Phlebotomy II,90637,A,LCLB,M,19,13,TBA,,       ,FAHC,SEE NOTES,Christine,Griffin,1
MLRS,111,Phlebotomy II,94132,Z1,LCLB,C,1,0,TBA,,       ,FAHC,SEE NOTES,Christine,Griffin,1
MLRS,140,Radiation Science,90639,A,LEC,M,24,19,10:40,11:30,M  W  F   ,ROWELL,102,M. Ahmad,Chaudhry,3
MLRS,140,Radiation Science,93669,Z1,LEC,C,6,1,10:40,11:30,M  W  F   ,ROWELL,102,M. Ahmad,Chaudhry,3
MLRS,175,Medical Imaging,90645,A,LEC,M,17,20,16:05,17:20,M  W     ,ROWELL,115,Jane,Alsofrom,3
MLRS,175,Medical Imaging,93672,Z1,LEC,C,3,0,16:05,17:20,M  W     ,ROWELL,115,Jane,Alsofrom,3
MLRS,244,Immunology Lab,90660,A,LAB,M,19,16,12:50,15:50,  W     ,ROWELL,318,Steven,Blumen,1
MLRS,244,Immunology Lab,94133,Z1,LAB,C,1,0,12:50,15:50,  W     ,ROWELL,318,Steven,Blumen,1
MLRS,281,Applied Molecular Biology,90663,A,LCLB,M,24,13,10:00,11:15, T  R    ,ROWELL,115,M. Ahmad,Chaudhry,3
MLRS,281,Applied Molecular Biology,93674,Z1,LEC,C,6,2,10:00,11:15, T  R    ,ROWELL,115,M. Ahmad,Chaudhry,3
MLRS,282,Applied Molecular Biology Lab,94190,A,LAB,M,18,12,13:00,15:45, T      ,ROWELL,318,M. Ahmad,Chaudhry,1
MLRS,295,Prin of Education & Management,93675,A,LEC,M,39,26,11:30,12:45, T  R    ,ROWELL,111,Jane,Alsofrom,3
MLRS,295,Prin of Education & Management,94134,Z1,LEC,C,1,1,11:30,12:45, T  R    ,ROWELL,111,Jane,Alsofrom,3
MLRS,299,Independent Study,90679,A,TD,M,5,2,TBA,,       ,,,Burton,Wilcke,1 to 18
MLS,222,Clinical Chemistry II,90680,A,LEC,M,24,17,11:45,12:35,M       ,ROWELL,316,Paula,Deming,4
MLS,222,Clinical Chemistry II,94135,Z1,LEC,C,1,1,11:45,12:35,M       ,ROWELL,316,Paula,Deming,4
MLS,250,Clin Internship:Microbiology,94729,A,INTN,M,1,1,TBA,,       ,ONCMP,SEE NOTES,Christine,Griffin,3
MLS,255,Clinical Microbiology,90681,A,LCLB,M,24,22,14:30,15:45, T  R    ,ROWELL,113,Rebecca,Guy,4
MLS,255,Clinical Microbiology,94136,Z1,LCLB,C,1,2,14:30,15:45, T  R    ,ROWELL,113,Rebecca,Guy,4
MLS,262,Immunohematology,90683,A,LCLB,M,24,17,10:00,11:15, T  R    ,ROWELL,113,Steven,Blumen,4
MLS,262,Immunohematology,94137,Z1,LCLB,C,1,0,10:00,11:15, T  R    ,ROWELL,113,Paula,Deming,4
MMG,001,First Year Colloquium,91205,A,LCDS,M,15,14,17:30,18:45, T      ,STAFFO,301,Douglas,Johnson,1
MMG,065,Microbiology & Pathogenesis,91207,A,LEC,M,84,82,11:45,12:35,M  W  F   ,STAFFO,101,Mariana,Matrajt,4
MMG,065,Microbiology & Pathogenesis,91208,A01,LAB,M,28,32,10:00,11:50, T  R    ,STAFFO,103,Brenda,Tessmann,0
MMG,065,Microbiology & Pathogenesis,91210,A02,LAB,M,28,26,13:01,14:50, T  R    ,STAFFO,103,Brenda,Tessmann,0
MMG,065,Microbiology & Pathogenesis,91214,A03,LAB,M,28,31,16:00,17:50, T  R    ,STAFFO,103,Brenda,Tessmann,0
MMG,065,Microbiology & Pathogenesis,94596,Z1,LEC,C,7,7,11:45,12:35,M  W  F   ,STAFFO,101,Mariana,Matrajt,4
MMG,095,Special Micro Lab,93620,A,LAB,M,20,0,TBA,,       ,ONCMP,SEE NOTES,Brenda,Tessmann,1 to 3
MMG,101,Microbiol & Infectious Disease,91216,A,LEC,M,87,95,13:55,14:45,M  W  F   ,STAFFO,101,Douglas,Johnson,4
MMG,101,Microbiol & Infectious Disease,91217,A01,LAB,M,28,32,10:00,11:50, T  R    ,STAFFO,104,Brenda,Tessmann,0
MMG,101,Microbiol & Infectious Disease,91219,A02,LAB,M,28,35,13:01,14:50, T  R    ,STAFFO,104,Brenda,Tessmann,0
MMG,101,Microbiol & Infectious Disease,91221,A03,LAB,M,28,32,16:00,17:50, T  R    ,STAFFO,104,Brenda,Tessmann,0
